metric,metric_requested,method,step,score,n_real,n_synth,real_file,synth_file,error
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,nflow,1152,0.0,1151,1151,step_1152_real.parquet,step_1152_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,nflow,1344,0.0,1343,1343,step_1344_real.parquet,step_1344_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,nflow,1536,0.0,1535,1535,step_1536_real.parquet,step_1536_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,nflow,1728,0.0,1727,1727,step_1728_real.parquet,step_1728_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,nflow,1920,0.0,1919,1919,step_1920_real.parquet,step_1920_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,nflow,2112,0.0,2111,2111,step_2112_real.parquet,step_2112_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,pategan,192,0.0,191,191,step_192_real.parquet,step_192_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,pategan,384,0.0,383,383,step_384_real.parquet,step_384_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,pategan,576,0.0,575,575,step_576_real.parquet,step_576_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,pategan,768,0.0,767,767,step_768_real.parquet,step_768_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,pategan,960,0.0,959,959,step_960_real.parquet,step_960_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,pategan,1152,0.0,1151,1151,step_1152_real.parquet,step_1152_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,pategan,1344,0.0,1343,1343,step_1344_real.parquet,step_1344_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,pategan,1536,0.0,1535,1535,step_1536_real.parquet,step_1536_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,pategan,1728,0.0,1727,1727,step_1728_real.parquet,step_1728_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,pategan,1920,0.0,1919,1919,step_1920_real.parquet,step_1920_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,pategan,2112,0.0,2111,2111,step_2112_real.parquet,step_2112_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,rtvae,192,0.0,191,191,step_192_real.parquet,step_192_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,rtvae,384,0.0,383,383,step_384_real.parquet,step_384_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,rtvae,576,0.0,575,575,step_576_real.parquet,step_576_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,rtvae,768,0.0,767,767,step_768_real.parquet,step_768_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,rtvae,960,0.0,959,959,step_960_real.parquet,step_960_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,rtvae,1152,0.0,1151,1151,step_1152_real.parquet,step_1152_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,rtvae,1344,0.0,1343,1343,step_1344_real.parquet,step_1344_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,rtvae,1536,0.0,1535,1535,step_1536_real.parquet,step_1536_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,rtvae,1728,0.0,1727,1727,step_1728_real.parquet,step_1728_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,rtvae,1920,0.0,1919,1919,step_1920_real.parquet,step_1920_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,rtvae,2112,0.0,2111,2111,step_2112_real.parquet,step_2112_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,tvae,192,0.0,191,191,step_192_real.parquet,step_192_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,tvae,384,0.0,383,383,step_384_real.parquet,step_384_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,tvae,576,0.0,575,575,step_576_real.parquet,step_576_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,tvae,768,0.0,767,767,step_768_real.parquet,step_768_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,tvae,960,0.0,959,959,step_960_real.parquet,step_960_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,tvae,1152,0.0,1151,1151,step_1152_real.parquet,step_1152_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,tvae,1344,0.0,1343,1343,step_1344_real.parquet,step_1344_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,tvae,1536,0.0,1535,1535,step_1536_real.parquet,step_1536_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,tvae,1728,0.0,1727,1727,step_1728_real.parquet,step_1728_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,tvae,1920,0.0,1919,1919,step_1920_real.parquet,step_1920_synth.parquet,
nearest_syn_neighbor_distance,nearest_syn_neighbor_distance,tvae,2112,0.0,2111,2111,step_2112_real.parquet,step_2112_synth.parquet,
