metric,metric_requested,method,step,score,n_real,n_synth,real_file,synth_file,error
common_rows_proportion,common_rows_proportion,ctgan,576,0.0,575,575,step_576_real.parquet,step_576_synth.parquet,
common_rows_proportion,common_rows_proportion,ctgan,768,0.0,767,767,step_768_real.parquet,step_768_synth.parquet,
common_rows_proportion,common_rows_proportion,ctgan,960,0.0,959,959,step_960_real.parquet,step_960_synth.parquet,
common_rows_proportion,common_rows_proportion,ctgan,1152,0.0,1151,1151,step_1152_real.parquet,step_1152_synth.parquet,
common_rows_proportion,common_rows_proportion,ctgan,1344,0.0,1343,1343,step_1344_real.parquet,step_1344_synth.parquet,
common_rows_proportion,common_rows_proportion,ctgan,1536,0.0,1535,1535,step_1536_real.parquet,step_1536_synth.parquet,
common_rows_proportion,common_rows_proportion,ctgan,1728,0.0,1727,1727,step_1728_real.parquet,step_1728_synth.parquet,
common_rows_proportion,common_rows_proportion,ctgan,1920,0.0,1919,1919,step_1920_real.parquet,step_1920_synth.parquet,
common_rows_proportion,common_rows_proportion,ctgan,2112,0.0,2111,2111,step_2112_real.parquet,step_2112_synth.parquet,
common_rows_proportion,common_rows_proportion,ddpm,192,0.0,191,191,step_192_real.parquet,step_192_synth.parquet,
common_rows_proportion,common_rows_proportion,ddpm,384,0.0,383,383,step_384_real.parquet,step_384_synth.parquet,
common_rows_proportion,common_rows_proportion,ddpm,576,0.0,575,575,step_576_real.parquet,step_576_synth.parquet,
common_rows_proportion,common_rows_proportion,ddpm,768,0.0,767,767,step_768_real.parquet,step_768_synth.parquet,
common_rows_proportion,common_rows_proportion,ddpm,960,0.0,959,959,step_960_real.parquet,step_960_synth.parquet,
common_rows_proportion,common_rows_proportion,ddpm,1152,0.0,1151,1151,step_1152_real.parquet,step_1152_synth.parquet,
common_rows_proportion,common_rows_proportion,ddpm,1344,0.0,1343,1343,step_1344_real.parquet,step_1344_synth.parquet,
common_rows_proportion,common_rows_proportion,ddpm,1536,0.0,1535,1535,step_1536_real.parquet,step_1536_synth.parquet,
common_rows_proportion,common_rows_proportion,ddpm,1728,0.0,1727,1727,step_1728_real.parquet,step_1728_synth.parquet,
common_rows_proportion,common_rows_proportion,ddpm,1920,0.0,1919,1919,step_1920_real.parquet,step_1920_synth.parquet,
common_rows_proportion,common_rows_proportion,ddpm,2112,0.0,2111,2111,step_2112_real.parquet,step_2112_synth.parquet,
common_rows_proportion,common_rows_proportion,decaf,192,0.0,191,191,step_192_real.parquet,step_192_synth.parquet,
common_rows_proportion,common_rows_proportion,decaf,384,0.0,383,383,step_384_real.parquet,step_384_synth.parquet,
common_rows_proportion,common_rows_proportion,decaf,576,0.0,575,575,step_576_real.parquet,step_576_synth.parquet,
common_rows_proportion,common_rows_proportion,decaf,768,0.0,767,767,step_768_real.parquet,step_768_synth.parquet,
common_rows_proportion,common_rows_proportion,decaf,960,0.0,959,959,step_960_real.parquet,step_960_synth.parquet,
common_rows_proportion,common_rows_proportion,decaf,1152,0.0,1151,1151,step_1152_real.parquet,step_1152_synth.parquet,
common_rows_proportion,common_rows_proportion,decaf,1344,0.0,1343,1343,step_1344_real.parquet,step_1344_synth.parquet,
common_rows_proportion,common_rows_proportion,decaf,1536,0.0,1535,1535,step_1536_real.parquet,step_1536_synth.parquet,
common_rows_proportion,common_rows_proportion,decaf,1728,0.0,1727,1727,step_1728_real.parquet,step_1728_synth.parquet,
common_rows_proportion,common_rows_proportion,decaf,1920,0.0,1919,1919,step_1920_real.parquet,step_1920_synth.parquet,
common_rows_proportion,common_rows_proportion,decaf,2112,0.0,2111,2111,step_2112_real.parquet,step_2112_synth.parquet,
common_rows_proportion,common_rows_proportion,dpgan,192,0.0,191,191,step_192_real.parquet,step_192_synth.parquet,
common_rows_proportion,common_rows_proportion,dpgan,384,0.0,383,383,step_384_real.parquet,step_384_synth.parquet,
common_rows_proportion,common_rows_proportion,dpgan,576,0.0,575,575,step_576_real.parquet,step_576_synth.parquet,
common_rows_proportion,common_rows_proportion,dpgan,768,0.0,767,767,step_768_real.parquet,step_768_synth.parquet,
common_rows_proportion,common_rows_proportion,dpgan,960,0.0,959,959,step_960_real.parquet,step_960_synth.parquet,
common_rows_proportion,common_rows_proportion,dpgan,1152,0.0,1151,1151,step_1152_real.parquet,step_1152_synth.parquet,
common_rows_proportion,common_rows_proportion,dpgan,1344,0.0,1343,1343,step_1344_real.parquet,step_1344_synth.parquet,
common_rows_proportion,common_rows_proportion,dpgan,1536,0.0,1535,1535,step_1536_real.parquet,step_1536_synth.parquet,
common_rows_proportion,common_rows_proportion,dpgan,1728,0.0,1727,1727,step_1728_real.parquet,step_1728_synth.parquet,
common_rows_proportion,common_rows_proportion,dpgan,1920,0.0,1919,1919,step_1920_real.parquet,step_1920_synth.parquet,
common_rows_proportion,common_rows_proportion,dpgan,2112,0.0,2111,2111,step_2112_real.parquet,step_2112_synth.parquet,
common_rows_proportion,common_rows_proportion,great,192,0.0,191,191,step_192_real.parquet,step_192_synth.parquet,
common_rows_proportion,common_rows_proportion,great,384,0.0,383,383,step_384_real.parquet,step_384_synth.parquet,
common_rows_proportion,common_rows_proportion,great,576,0.0,575,575,step_576_real.parquet,step_576_synth.parquet,
common_rows_proportion,common_rows_proportion,great,768,0.0,767,767,step_768_real.parquet,step_768_synth.parquet,
common_rows_proportion,common_rows_proportion,nflow,192,0.0,191,191,step_192_real.parquet,step_192_synth.parquet,
common_rows_proportion,common_rows_proportion,nflow,384,0.0,383,383,step_384_real.parquet,step_384_synth.parquet,
common_rows_proportion,common_rows_proportion,nflow,576,0.0,575,575,step_576_real.parquet,step_576_synth.parquet,
common_rows_proportion,common_rows_proportion,nflow,768,0.0,767,767,step_768_real.parquet,step_768_synth.parquet,
common_rows_proportion,common_rows_proportion,nflow,960,0.0,959,959,step_960_real.parquet,step_960_synth.parquet,
common_rows_proportion,common_rows_proportion,nflow,1152,0.0,1151,1151,step_1152_real.parquet,step_1152_synth.parquet,
common_rows_proportion,common_rows_proportion,nflow,1344,0.0,1343,1343,step_1344_real.parquet,step_1344_synth.parquet,
common_rows_proportion,common_rows_proportion,nflow,1536,0.0,1535,1535,step_1536_real.parquet,step_1536_synth.parquet,
common_rows_proportion,common_rows_proportion,nflow,1728,0.0,1727,1727,step_1728_real.parquet,step_1728_synth.parquet,
common_rows_proportion,common_rows_proportion,nflow,1920,0.0,1919,1919,step_1920_real.parquet,step_1920_synth.parquet,
common_rows_proportion,common_rows_proportion,nflow,2112,0.0,2111,2111,step_2112_real.parquet,step_2112_synth.parquet,
common_rows_proportion,common_rows_proportion,pategan,192,0.0,191,191,step_192_real.parquet,step_192_synth.parquet,
common_rows_proportion,common_rows_proportion,pategan,384,0.0,383,383,step_384_real.parquet,step_384_synth.parquet,
common_rows_proportion,common_rows_proportion,pategan,576,0.0,575,575,step_576_real.parquet,step_576_synth.parquet,
common_rows_proportion,common_rows_proportion,pategan,768,0.0,767,767,step_768_real.parquet,step_768_synth.parquet,
common_rows_proportion,common_rows_proportion,pategan,960,0.0,959,959,step_960_real.parquet,step_960_synth.parquet,
common_rows_proportion,common_rows_proportion,pategan,1152,0.0,1151,1151,step_1152_real.parquet,step_1152_synth.parquet,
common_rows_proportion,common_rows_proportion,pategan,1344,0.0,1343,1343,step_1344_real.parquet,step_1344_synth.parquet,
common_rows_proportion,common_rows_proportion,pategan,1536,0.0,1535,1535,step_1536_real.parquet,step_1536_synth.parquet,
common_rows_proportion,common_rows_proportion,pategan,1728,0.0,1727,1727,step_1728_real.parquet,step_1728_synth.parquet,
common_rows_proportion,common_rows_proportion,pategan,1920,0.0,1919,1919,step_1920_real.parquet,step_1920_synth.parquet,
common_rows_proportion,common_rows_proportion,pategan,2112,0.0,2111,2111,step_2112_real.parquet,step_2112_synth.parquet,
common_rows_proportion,common_rows_proportion,rtvae,192,0.0,191,191,step_192_real.parquet,step_192_synth.parquet,
common_rows_proportion,common_rows_proportion,rtvae,384,0.0,383,383,step_384_real.parquet,step_384_synth.parquet,
common_rows_proportion,common_rows_proportion,rtvae,576,0.0,575,575,step_576_real.parquet,step_576_synth.parquet,
common_rows_proportion,common_rows_proportion,rtvae,768,0.0,767,767,step_768_real.parquet,step_768_synth.parquet,
common_rows_proportion,common_rows_proportion,rtvae,960,0.0,959,959,step_960_real.parquet,step_960_synth.parquet,
common_rows_proportion,common_rows_proportion,rtvae,1152,0.0,1151,1151,step_1152_real.parquet,step_1152_synth.parquet,
common_rows_proportion,common_rows_proportion,rtvae,1344,0.0,1343,1343,step_1344_real.parquet,step_1344_synth.parquet,
common_rows_proportion,common_rows_proportion,rtvae,1536,0.0,1535,1535,step_1536_real.parquet,step_1536_synth.parquet,
common_rows_proportion,common_rows_proportion,rtvae,1728,0.0,1727,1727,step_1728_real.parquet,step_1728_synth.parquet,
common_rows_proportion,common_rows_proportion,rtvae,1920,0.0,1919,1919,step_1920_real.parquet,step_1920_synth.parquet,
common_rows_proportion,common_rows_proportion,rtvae,2112,0.0,2111,2111,step_2112_real.parquet,step_2112_synth.parquet,
common_rows_proportion,common_rows_proportion,tvae,192,0.0,191,191,step_192_real.parquet,step_192_synth.parquet,
common_rows_proportion,common_rows_proportion,tvae,384,0.0,383,383,step_384_real.parquet,step_384_synth.parquet,
common_rows_proportion,common_rows_proportion,tvae,576,0.0,575,575,step_576_real.parquet,step_576_synth.parquet,
common_rows_proportion,common_rows_proportion,tvae,768,0.0,767,767,step_768_real.parquet,step_768_synth.parquet,
common_rows_proportion,common_rows_proportion,tvae,960,0.0,959,959,step_960_real.parquet,step_960_synth.parquet,
common_rows_proportion,common_rows_proportion,tvae,1152,0.0,1151,1151,step_1152_real.parquet,step_1152_synth.parquet,
common_rows_proportion,common_rows_proportion,tvae,1344,0.0,1343,1343,step_1344_real.parquet,step_1344_synth.parquet,
common_rows_proportion,common_rows_proportion,tvae,1536,0.0,1535,1535,step_1536_real.parquet,step_1536_synth.parquet,
common_rows_proportion,common_rows_proportion,tvae,1728,0.0,1727,1727,step_1728_real.parquet,step_1728_synth.parquet,
common_rows_proportion,common_rows_proportion,tvae,1920,0.0,1919,1919,step_1920_real.parquet,step_1920_synth.parquet,
common_rows_proportion,common_rows_proportion,tvae,2112,0.0,2111,2111,step_2112_real.parquet,step_2112_synth.parquet,
