metric,metric_requested,method,step,score,n_real,n_synth,real_file,synth_file,error
CVR,CVR,dpgan,1920,1.0,1919,1919,step_1920_real.parquet,step_1920_synth.parquet,
CVR,CVR,dpgan,2112,1.0,2111,2111,step_2112_real.parquet,step_2112_synth.parquet,
CVR,CVR,great,192,1.0,191,191,step_192_real.parquet,step_192_synth.parquet,
CVR,CVR,great,384,1.0,383,383,step_384_real.parquet,step_384_synth.parquet,
CVR,CVR,great,576,1.0,575,575,step_576_real.parquet,step_576_synth.parquet,
CVR,CVR,great,768,1.0,767,767,step_768_real.parquet,step_768_synth.parquet,
CVR,CVR,nflow,192,1.0,191,191,step_192_real.parquet,step_192_synth.parquet,
CVR,CVR,nflow,384,1.0,383,383,step_384_real.parquet,step_384_synth.parquet,
CVR,CVR,nflow,576,1.0,575,575,step_576_real.parquet,step_576_synth.parquet,
CVR,CVR,nflow,768,1.0,767,767,step_768_real.parquet,step_768_synth.parquet,
CVR,CVR,nflow,960,1.0,959,959,step_960_real.parquet,step_960_synth.parquet,
CVR,CVR,nflow,1152,1.0,1151,1151,step_1152_real.parquet,step_1152_synth.parquet,
CVR,CVR,nflow,1344,1.0,1343,1343,step_1344_real.parquet,step_1344_synth.parquet,
CVR,CVR,nflow,1536,1.0,1535,1535,step_1536_real.parquet,step_1536_synth.parquet,
CVR,CVR,nflow,1728,1.0,1727,1727,step_1728_real.parquet,step_1728_synth.parquet,
CVR,CVR,nflow,1920,1.0,1919,1919,step_1920_real.parquet,step_1920_synth.parquet,
CVR,CVR,nflow,2112,1.0,2111,2111,step_2112_real.parquet,step_2112_synth.parquet,
CVR,CVR,pategan,192,1.0,191,191,step_192_real.parquet,step_192_synth.parquet,
CVR,CVR,pategan,384,1.0,383,383,step_384_real.parquet,step_384_synth.parquet,
CVR,CVR,pategan,576,1.0,575,575,step_576_real.parquet,step_576_synth.parquet,
CVR,CVR,pategan,768,1.0,767,767,step_768_real.parquet,step_768_synth.parquet,
CVR,CVR,pategan,960,1.0,959,959,step_960_real.parquet,step_960_synth.parquet,
CVR,CVR,pategan,1152,1.0,1151,1151,step_1152_real.parquet,step_1152_synth.parquet,
CVR,CVR,pategan,1344,1.0,1343,1343,step_1344_real.parquet,step_1344_synth.parquet,
CVR,CVR,pategan,1536,1.0,1535,1535,step_1536_real.parquet,step_1536_synth.parquet,
CVR,CVR,pategan,1728,1.0,1727,1727,step_1728_real.parquet,step_1728_synth.parquet,
CVR,CVR,pategan,1920,1.0,1919,1919,step_1920_real.parquet,step_1920_synth.parquet,
CVR,CVR,pategan,2112,1.0,2111,2111,step_2112_real.parquet,step_2112_synth.parquet,
CVR,CVR,rtvae,192,1.0,191,191,step_192_real.parquet,step_192_synth.parquet,
CVR,CVR,rtvae,384,1.0,383,383,step_384_real.parquet,step_384_synth.parquet,
CVR,CVR,rtvae,576,1.0,575,575,step_576_real.parquet,step_576_synth.parquet,
CVR,CVR,rtvae,768,1.0,767,767,step_768_real.parquet,step_768_synth.parquet,
CVR,CVR,rtvae,960,1.0,959,959,step_960_real.parquet,step_960_synth.parquet,
CVR,CVR,rtvae,1152,1.0,1151,1151,step_1152_real.parquet,step_1152_synth.parquet,
CVR,CVR,rtvae,1344,1.0,1343,1343,step_1344_real.parquet,step_1344_synth.parquet,
CVR,CVR,rtvae,1536,1.0,1535,1535,step_1536_real.parquet,step_1536_synth.parquet,
CVR,CVR,rtvae,1728,1.0,1727,1727,step_1728_real.parquet,step_1728_synth.parquet,
CVR,CVR,rtvae,1920,1.0,1919,1919,step_1920_real.parquet,step_1920_synth.parquet,
CVR,CVR,rtvae,2112,1.0,2111,2111,step_2112_real.parquet,step_2112_synth.parquet,
CVR,CVR,tvae,192,1.0,191,191,step_192_real.parquet,step_192_synth.parquet,
CVR,CVR,tvae,384,1.0,383,383,step_384_real.parquet,step_384_synth.parquet,
CVR,CVR,tvae,576,1.0,575,575,step_576_real.parquet,step_576_synth.parquet,
CVR,CVR,tvae,768,1.0,767,767,step_768_real.parquet,step_768_synth.parquet,
CVR,CVR,tvae,960,1.0,959,959,step_960_real.parquet,step_960_synth.parquet,
CVR,CVR,tvae,1152,1.0,1151,1151,step_1152_real.parquet,step_1152_synth.parquet,
CVR,CVR,tvae,1344,1.0,1343,1343,step_1344_real.parquet,step_1344_synth.parquet,
CVR,CVR,tvae,1536,1.0,1535,1535,step_1536_real.parquet,step_1536_synth.parquet,
CVR,CVR,tvae,1728,1.0,1727,1727,step_1728_real.parquet,step_1728_synth.parquet,
CVR,CVR,tvae,1920,1.0,1919,1919,step_1920_real.parquet,step_1920_synth.parquet,
CVR,CVR,tvae,2112,1.0,2111,2111,step_2112_real.parquet,step_2112_synth.parquet,
