metric,metric_requested,module,method,step,score,n_real,n_synth,real_file,synth_file,error
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,ctgan,768,,,,step_768_real.parquet,step_768_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,ctgan,960,,,,step_960_real.parquet,step_960_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,ctgan,1152,,,,step_1152_real.parquet,step_1152_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,ctgan,1344,,,,step_1344_real.parquet,step_1344_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,ctgan,1536,,,,step_1536_real.parquet,step_1536_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,ctgan,1728,,,,step_1728_real.parquet,step_1728_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,ctgan,1920,,,,step_1920_real.parquet,step_1920_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,ctgan,2112,,,,step_2112_real.parquet,step_2112_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,ddpm,192,,,,step_192_real.parquet,step_192_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5], got [1 2 3 4 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,ddpm,384,,,,step_384_real.parquet,step_384_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,ddpm,576,,,,step_576_real.parquet,step_576_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,ddpm,768,,,,step_768_real.parquet,step_768_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,ddpm,960,,,,step_960_real.parquet,step_960_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,ddpm,1152,,,,step_1152_real.parquet,step_1152_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,ddpm,1344,,,,step_1344_real.parquet,step_1344_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,ddpm,1536,,,,step_1536_real.parquet,step_1536_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,ddpm,1728,,,,step_1728_real.parquet,step_1728_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,ddpm,1920,,,,step_1920_real.parquet,step_1920_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,ddpm,2112,,,,step_2112_real.parquet,step_2112_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,decaf,192,,,,step_192_real.parquet,step_192_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5], got [1 2 3 4 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,decaf,384,,,,step_384_real.parquet,step_384_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,decaf,576,,,,step_576_real.parquet,step_576_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,decaf,768,,,,step_768_real.parquet,step_768_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,decaf,960,,,,step_960_real.parquet,step_960_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,decaf,1152,,,,step_1152_real.parquet,step_1152_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,decaf,1344,,,,step_1344_real.parquet,step_1344_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,decaf,1536,,,,step_1536_real.parquet,step_1536_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,decaf,1728,,,,step_1728_real.parquet,step_1728_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,decaf,1920,,,,step_1920_real.parquet,step_1920_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,decaf,2112,,,,step_2112_real.parquet,step_2112_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,dpgan,192,,,,step_192_real.parquet,step_192_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5], got [1 2 3 4 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,dpgan,384,,,,step_384_real.parquet,step_384_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,dpgan,576,,,,step_576_real.parquet,step_576_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,dpgan,768,,,,step_768_real.parquet,step_768_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,dpgan,960,,,,step_960_real.parquet,step_960_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,dpgan,1152,,,,step_1152_real.parquet,step_1152_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,dpgan,1344,,,,step_1344_real.parquet,step_1344_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,dpgan,1536,,,,step_1536_real.parquet,step_1536_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,dpgan,1728,,,,step_1728_real.parquet,step_1728_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,dpgan,1920,,,,step_1920_real.parquet,step_1920_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,dpgan,2112,,,,step_2112_real.parquet,step_2112_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,great,192,,,,step_192_real.parquet,step_192_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5], got [1 2 3 4 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,great,384,,,,step_384_real.parquet,step_384_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,great,576,,,,step_576_real.parquet,step_576_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,great,768,,,,step_768_real.parquet,step_768_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,nflow,192,,,,step_192_real.parquet,step_192_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5], got [1 2 3 4 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,nflow,384,,,,step_384_real.parquet,step_384_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,nflow,576,,,,step_576_real.parquet,step_576_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,nflow,768,,,,step_768_real.parquet,step_768_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,nflow,960,,,,step_960_real.parquet,step_960_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,nflow,1152,,,,step_1152_real.parquet,step_1152_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,nflow,1344,,,,step_1344_real.parquet,step_1344_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,nflow,1536,,,,step_1536_real.parquet,step_1536_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,nflow,1728,,,,step_1728_real.parquet,step_1728_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,nflow,1920,,,,step_1920_real.parquet,step_1920_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,nflow,2112,,,,step_2112_real.parquet,step_2112_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,pategan,192,,,,step_192_real.parquet,step_192_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5], got [1 2 3 4 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,pategan,384,,,,step_384_real.parquet,step_384_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,pategan,576,,,,step_576_real.parquet,step_576_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,pategan,768,,,,step_768_real.parquet,step_768_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,pategan,960,,,,step_960_real.parquet,step_960_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,pategan,1152,,,,step_1152_real.parquet,step_1152_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,pategan,1344,,,,step_1344_real.parquet,step_1344_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,pategan,1536,,,,step_1536_real.parquet,step_1536_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,pategan,1728,,,,step_1728_real.parquet,step_1728_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,pategan,1920,,,,step_1920_real.parquet,step_1920_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,pategan,2112,,,,step_2112_real.parquet,step_2112_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,rtvae,192,,,,step_192_real.parquet,step_192_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5], got [1 2 3 4 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,rtvae,384,,,,step_384_real.parquet,step_384_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,rtvae,576,,,,step_576_real.parquet,step_576_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,rtvae,768,,,,step_768_real.parquet,step_768_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,rtvae,960,,,,step_960_real.parquet,step_960_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,rtvae,1152,,,,step_1152_real.parquet,step_1152_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,rtvae,1344,,,,step_1344_real.parquet,step_1344_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,rtvae,1536,,,,step_1536_real.parquet,step_1536_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,rtvae,1728,,,,step_1728_real.parquet,step_1728_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,rtvae,1920,,,,step_1920_real.parquet,step_1920_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,rtvae,2112,,,,step_2112_real.parquet,step_2112_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,tvae,192,,,,step_192_real.parquet,step_192_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5], got [1 2 3 4 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,tvae,384,,,,step_384_real.parquet,step_384_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,tvae,576,,,,step_576_real.parquet,step_576_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,tvae,768,,,,step_768_real.parquet,step_768_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,tvae,960,,,,step_960_real.parquet,step_960_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,tvae,1152,,,,step_1152_real.parquet,step_1152_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,tvae,1344,,,,step_1344_real.parquet,step_1344_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,tvae,1536,,,,step_1536_real.parquet,step_1536_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,tvae,1728,,,,step_1728_real.parquet,step_1728_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,tvae,1920,,,,step_1920_real.parquet,step_1920_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
feat_rank_distance,feat_rank_distance,synthcity.metrics.eval_performance,tvae,2112,,,,step_2112_real.parquet,step_2112_synth.parquet,"Invalid classes inferred from unique values of `y`.  Expected: [0 1 2 3 4 5 6], got [1 2 3 4 5 6 7]"
